,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Time,Fatal,NotFatal,Species,Season
183,2017,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,"Multiple injuries to arm, wrist and torso",unknown,0,1,unknown,win
174,2017,Unprovoked,REUNION,Saint-Andre,unknown,Body boarding,M,Fatal,Afternoon,1,0,unknown,win
55,2017,Provoked,MALAYSIA,Sepang,Bagan Lalang Beach,Fishing / Wading,M,"Minor injury to thigh, PROVOKED INCIDENT",unknown,0,1,unknown,win
131,2017,Unprovoked,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,Injuries to hand and wrist,Afternoon,0,1,unknown,unk
81,2017,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,Minor lacerations to sole of left foot,Afternoon,0,1,unknown,aut
116,2017,Boating,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,M,"No injury, kayak bitten",Afternoon,0,1,unknown,sum
117,2017,Unprovoked,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,"No injury, shark bit paddleboard",unknown,0,1,unknown,sum
168,2017,Unprovoked,AUSTRALIA,New South Wales,The Farm,Body boarding,M,Minor,unknown,0,1,angel,spr
127,2017,Unprovoked,USA,Florida,"Singer Island, Palm Beach County",Surfing,M,1 to 2-inch laceration behind knee,Afternoon,0,1,unknown,sum
73,2017,Unprovoked,USA,Florida,"Lantana Beach, Palm Beach County",Swimming,M,Puncture wounds & lacerations to foot,Afternoon,0,1,unknown,aut
61,2017,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,F,Heel bitten,Afternoon,0,1,unknown,aut
169,2017,Boating,USA,California,Monterey Bay,Kayaking,M,"No injury, kayak bitten",unknown,0,1,unknown,spr
128,2017,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,Leg bitten,unknown,0,1,unknown,sum
129,2017,Unprovoked,REUNION,unknown,Roches Noire,Body boarding,M,"No injury, shark bit surfboard ",Morning,0,1,white,sum
101,2017,Unprovoked,BAHAMAS,unknown,unknown,Spearfishing,M,Hand injured,Morning,0,1,white,sum
130,2017,Unprovoked,SPAIN,Ibiza Island,Playa den Bossa,Swimming,M,2-inch laceration to hand,Morning,0,1,white,sum
175,2017,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,Left leg severely bitten,Afternoon,0,1,unknown,win
154,2017,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",unknown,unknown,Minor bite to the foot,unknown,0,1,unknown,spr
155,2017,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,F,FATAL,Morning,1,0,unknown,spr
82,2017,Unprovoked,SPAIN,Canary Islands,Gran Canaria ,Body surfing,M,Lacerations to right foot,Afternoon,0,1,unknown,aut
83,2017,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Lacerations to left foot,Morning,0,1,unknown,aut
85,2017,Unprovoked,SAMOA, Upolu Island,Nofoalii,Fishing,M,Injuries to hands and legs,Afternoon,0,1,unknown,aut
118,2017,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,Pulled off board by shark but no injury,Afternoon,0,1,white,sum
119,2017,Unprovoked,AUSTRALIA,Western Australia,Floreat Beach,Surfing,M,"Minor injury, grazed by shark",Morning,0,1,unknown,sum
156,2017,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,Lower right leg severely injured,Morning,0,1,unknown,spr
87,2017,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Lacerations to left foot,unknown,0,1,sandtiger,aut
63,2017,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,M,Puncture wounds to left shoulder,Morning,0,1,white,aut
184,2017,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,Injury to hand,Morning,0,1,unknown,win
185,2017,Unprovoked,USA,Florida,Jensen Beach,unknown,M,Minor injury to hand,unknown,0,1,unknown,win
157,2017,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,Lacerations to right foot,Afternoon,0,1,unknown,spr
142,2017,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,M,Right leg severely bitten,Morning,0,1,bull,spr
158,2017,Unprovoked,USA,Florida,St. Augustine,Surfing,F,Lacerations to right foot,unknown,0,1,nurse,spr
170,2017,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,M,Right thigh injured ,unknown,0,1,lemon,spr
133,2017,Unprovoked,AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Body boarding,M,"No injury, board bitten",Afternoon,0,1,unknown,sum
120,2017,Boating,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,"No injury, kayak bitten",Morning,0,1,tiger,sum
176,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,Injury to hand,Afternoon,0,1,unknown,win
160,2017,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,Calf bitten,Morning,0,1,unknown,spr
88,2017,Unprovoked,AUSTRALIA,Westerm Australia,Sam's Creek area,Swimming,M,Minor injuries,Afternoon,0,1,blue,aut
89,2017,Unprovoked,AUSTRALIA,New South Wales,Iluka Beach,Surfing,M,Minor lacerations to right hip,Morning,0,1,white,aut
134,2017,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,F,"No injury, knocked off board",Afternoon,0,1,white,sum
135,2017,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Laceration to left foot,Afternoon,0,1,gill,sum
102,2017,Unprovoked,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,Minor cuts to sole & toes of left foot,Morning,0,1,white,sum
161,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,Laceration to calf,Afternoon,0,1,tiger,spr
162,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,Minor injury to left hand,Afternoon,0,1,unknown,spr
74,2017,Unprovoked,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,M,Lacerations to left hand,Afternoon,0,1,unknown,aut
121,2017,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,Lower legs bitten,Afternoon,0,1,unknown,sum
186,2017,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,Injury to right wrist & forearm,unknown,0,1,white,win
56,2017,Unprovoked,BAHAMAS,unknown,unknown,Snorkeling,F,Minor injury to arm,Afternoon,0,1,unknown,win
123,2017,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,"No injury, shark bit surfboard",Afternoon,0,1,unknown,sum
177,2017,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,"Minor injury to finger, PROVOKED INCIDENT",Afternoon,0,1,unknown,win
178,2017,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,M,"Shark damaged kayak, no injury to occupant",Morning,0,1,blue,win
163,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,Foot injured,Afternoon,0,1,bull,spr
75,2017,Unprovoked,USA,Hawaii,"Kamaole Beach Park, Maui ",Snorkeling,F,Abrasions,unknown,0,1,unknown,aut
144,2017,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,FATAL,Afternoon,1,0,white,spr
188,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,Minor injuries to foot,Afternoon,0,1,unknown,win
103,2017,Unprovoked,EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,Bite to right leg/hip,Afternoon,0,1,unknown,sum
164,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,"Thigh nipped, minor injury",unknown,0,1,white,spr
64,2017,Unprovoked,CUBA,Holquin Province,Guardalavaca Beach,Night bathing,M,FATAL,Afternoon,1,0,unknown,aut
137,2017,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,Laceration to shin,Afternoon,0,1,blacktip,sum
91,2017,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,"Swimming, poaching abalone",M,FATAL,Afternoon,1,0,small,aut
92,2017,Unprovoked,JAPAN,Shizuoka Prefecture,Iwata City,Surfing,M,Injury to ankle & feet,Afternoon,0,1,unknown,aut
104,2017,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,Morning,0,1,unknown,sum
93,2017,Unprovoked,USA,Florida,"Marathon, Monroe County",Swimming,M,Lacerations to abdomen,Afternoon,0,1,unknown,aut
94,2017,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Swimming,F,Lacerations to foot,Morning,0,1,unknown,aut
95,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to right hand,unknown,0,1,unknown,aut
138,2017,Unprovoked,BAHAMAS,New Providence ,Athol Island,Snorkeling,F,Right forearm severed ,Afternoon,0,1,unknown,sum
165,2017,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Kakaying,M,"No injury, shark bit off stern of kayak",unknown,0,1,reef,spr
166,2017,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,Lacerations to thighs,Morning,0,1,white,spr
179,2017,Boating,USA,South Carolina,16 miles off Hilton Head,Tagging sharks,unknown,"Shark bit boat, no injury to occupants",unknown,0,1,unknown,win
180,2017,Unprovoked,BAHAMAS,Bimini,unknown,Scuba Diving,M,Lacerations to upper right arm,Afternoon,0,1,bull,win
105,2017,Boating,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,M,"No injury, bow of kayak bitten",Afternoon,0,1,spinner,sum
317,2016,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,M,Laceration to right foot,Morning,0,1,white,aut
249,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",Afternoon,0,1,unknown,aut
301,2016,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,M,Puncture wounds to right calf,Afternoon,0,1,unknown,aut
248,2016,Unprovoked,BAHAMAS,unknown,Tiger Beach,Scuba Diving,M,Face bruised when partly blind shark collided with him,Afternoon,0,1,unknown,aut
271,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,FATAL,Afternoon,1,0,unknown,spr
292,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,Minor injury to left foot,unknown,0,1,unknown,spr
200,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,Lacerations to right foot and ankle,Morning,0,1,reef,aut
293,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,M,Severe injury to thigh,Afternoon,0,1,unknown,spr
201,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,Lacerations to right hand,Afternoon,0,1,unknown,aut
272,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,Injuries to arm and shoulder,Morning,0,1,mako,spr
273,2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,Injury to posterior right leg,Afternoon,0,1,nurse,spr
234,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,Lacerations to right hand,Afternoon,0,1,unknown,sum
311,2016,Boating,SOUTH AFRICA,KwaZulu-Natal,unknown,Kayak fishing,M,"No injury, shark capsized kayak",Afternoon,0,1,spinner,win
227,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to right foot,unknown,0,1,unknown,sum
228,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to ankle,unknown,0,1,unknown,sum
198,2016,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,Morning,0,1,bull,aut
294,2016,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",unknown,M,Minor injury to arm. Possibly caused by smalll nurse shark,Afternoon,unknown,unknown,bull,spr
295,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,M,"No injury, board dented",Afternoon,0,1,blacktip,spr
235,2016,Unprovoked,CHINA,Hong Kong,unknown,Swimming,M,Lacerations to leg,Afternoon,0,1,nurse,sum
236,2016,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,"No injury, shark nudged kayak repeatedly",Afternoon,0,1,unknown,sum
312,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,Lacerations to both hands,Morning,0,1,white,win
255,2016,Unprovoked,USA,South Carolina,Sullivan's Island,unknown,M,Minor injury,Afternoon,0,1,tiger,sum
237,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,Laceration to left forearm PROVOKED INCIDENT,unknown,0,1,unknown,sum
190,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,Lacerations to right forearm,Afternoon,0,1,unknown,win
229,2016,Unprovoked,REUNION,unknown,Boucan Canot,Surfing,M,"Right arm severed, ankle severely bitten ",unknown,0,1,tiger,sum
211,2016,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,4 deep lacerations to thigh,Afternoon,0,1,unknown,aut
296,2016,Provoked,BAHAMAS,unknown,unknown,unknown,M,Minor injury to chest PROVOKED INCIDENT,Afternoon,0,1,unknown,spr
238,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,"No injury. Leg rope severed, knocked off board by shark",Afternoon,0,1,white,sum
256,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,Foot injured,Morning,0,1,dogfish,sum
313,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,F,No injury,Afternoon,0,1,foot,win
230,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,Minor injury to ankle,unknown,0,1,unknown,sum
281,2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,Elbow bitten,Afternoon,0,1,unknown,spr
202,2016,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,Lacerations to left thigh,Morning,0,1,bull,aut
257,2016,Unprovoked,COLUMBIA,Isla Provedencia,unknown,Scuba Diving,M,Severe bite to right hand,unknown,0,1,white,sum
239,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,Lacerations to left leg,unknown,0,1,unknown,sum
314,2016,Unprovoked,USA,Texas,Off Surfside,Spearfishing,M,"Bruised ribs & tail bone, speargun broken and wetsuit cut",Afternoon,0,1,white,win
315,2016,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,M,"No injury to occupants, shark leapt into boat",Morning,0,1,unknown,win
191,2016,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,Buttock bitten,Afternoon,0,1,bull,win
258,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,Injuries to left leg & right hand,unknown,0,1,unknown,sum
240,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,Calf bumped but no injury,Morning,0,1,unknown,sum
241,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,Lacerations to face and right leg,Morning,0,1,tiger,sum
316,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,M,No injury,Morning,0,1,unknown,win
282,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to left foot,Morning,0,1,unknown,spr
274,2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,Puncture wounds to thigh,Afternoon,0,1,unknown,spr
303,2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,M,Puncture wounds to right thigh,Afternoon,0,1,bull,win
283,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,"No injury, surf-ski bitten",unknown,0,1,sandtiger,spr
203,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,Left arm and leg injured,unknown,0,1,mako,aut
275,2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,F,Lacerations and puncture wounds to foot and ankle,unknown,0,1,blacktip,spr
276,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,"Back, arm & hand injured",Afternoon,0,1,unknown,spr
259,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,Lacerations and punctures to foot,unknown,0,1,unknown,sum
260,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,Injuries to right calf,Afternoon,0,1,unknown,sum
242,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,Laceration to left calf from hooked shark PROVOKED INCIDENT,Afternoon,0,1,unknown,sum
192,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,"No injury, but ski severely damaged",unknown,0,1,white,win
284,2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,Minor puncture wound to foot,unknown,0,1,white,spr
212,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to thigh,Morning,0,1,white,aut
213,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to hands,Afternoon,0,1,unknown,aut
214,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to lower leg,Afternoon,0,1,bull,aut
277,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,M,Ankle bitten,Morning,0,1,unknown,spr
285,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,Laceration to knee by speared shark PROVOKED INCIDENT,Afternoon,0,1,unknown,spr
286,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,M,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",Morning,0,1,white,spr
215,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,"No injury, board bitten",Afternoon,0,1,unknown,aut
216,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,Struck by fin on chest & leg,Afternoon,0,1,unknown,aut
243,2016,Boating,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,unknown,"No injury, shark bit trolling motor",Morning,0,1,unknown,sum
217,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,No injury: Knocked off board by shark,Afternoon,0,1,unknown,aut
244,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,Minor injury to leg,unknown,0,1,bull,sum
245,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",unknown,F,Minor injury to toes,Morning,0,1,unknown,sum
218,2016,Boating,AUSTRALIA,Western Australia,Bunbury,Fishing,unknown,Shark rammed boat. No injury to occupant,unknown,0,1,reef,aut
204,2016,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,Torso nipped,Morning,0,1,small,aut
278,2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,F,Arm grabbed PROVOKED INCIDENT,Afternoon,0,1,mako,spr
261,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,Single puncture wound to arm,Afternoon,0,1,unknown,sum
262,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,Afternoon,0,1,wobbegong,sum
246,2016,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,"No injury, board damaged",Afternoon,0,1,unknown,sum
247,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,Puncture wounds to foot,Afternoon,0,1,unknown,sum
205,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,Injuries to left calf,unknown,0,1,white,aut
199,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,Injuries to right calf and thigh,Morning,0,1,unknown,aut
263,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,Injury to lower leg,Afternoon,0,1,tiger,sum
193,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,Punctures to left foot/ankle,unknown,0,1,nurse,win
287,2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,Multiple bites to right arm,Afternoon,0,1,unknown,spr
207,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,Minor wound to lower right leg & surfboard bitten,unknown,0,1,bull,aut
305,2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,Avulsion injury to lower leg,unknown,0,1,unknown,win
219,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,Minor injury to arm,Morning,0,1,white,aut
298,2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,M,Lacerations to right foot and ankle,Morning,0,1,white,spr
264,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,Laceration to wrist,Afternoon,0,1,unknown,sum
194,2016,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,M,Hand injured?,Afternoon,0,1,unknown,win
208,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,Wounds to upper thigh and lower leg,Morning,0,1,tiger,aut
299,2016,Unprovoked,Fiji,Vanua Levu,unknown,Diving for beche-de-mer,M,FATAL,Morning,1,0,white,spr
288,2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,F,FATAL,unknown,1,0,tiger,spr
250,2016,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,"No injury. Hull bitten, tooth fragment recovered",unknown,0,1,unknown,sum
220,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,Severe lacerations to shoulder & forearm,Afternoon,0,1,wobbegong,aut
251,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,Afternoon,0,1,unknown,sum
252,2016,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,"No injury. Hull bitten, tooth fragment recovered",Afternoon,0,1,unknown,sum
231,2016,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,M,Lacerations to left leg,unknown,0,1,unknown,sum
290,2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,M,Left hand bitten,Afternoon,0,1,white,spr
221,2016,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,M,FATAL,Afternoon,1,0,unknown,aut
253,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,"Buttocks, thigh, left hand & wrist injured",Morning,0,1,tiger,sum
196,2016,Provoked,AUSTRALIA,New South Wales,Merimbula,Surf fishing,M,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,Morning,0,1,unknown,win
232,2016,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,"No inury, shark & board collided",Morning,0,1,unknown,sum
222,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,Lacerations & punctures to lower right leg,Morning,0,1,unknown,aut
223,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,"No inury, board broken in half by shark",Morning,0,1,unknown,aut
266,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,Leg bitten,Morning,0,1,unknown,sum
267,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,FATAL,Morning,1,0,unknown,sum
318,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,M,Laceration to right calf,unknown,0,1,silky,win
308,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,Foot nipped,unknown,0,1,white,win
224,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,Foot bitten,Morning,0,1,blacktip,aut
300,2016,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",unknown,M,Superficial injury to foot,Morning,0,1,unknown,spr
268,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,"Leg severely bitten, surgically amputated",Afternoon,0,1,blacktip,sum
254,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,unknown,0,1,white,sum
309,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,M,"No injury, shark bit board",Afternoon,0,1,white,win
233,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Big toe bitten,unknown,0,1,unknown,sum
279,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,M,Minor lacerations to right shoulder,unknown,0,1,sandtiger,spr
209,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Cuts to dorsal surface of left foot,Afternoon,0,1,unknown,aut
280,2016,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,unknown,0,1,whaler,spr
302,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,Minor injury to head,unknown,0,1,unknown,spr
269,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,M,"No injury, but sharks repeatedly hit their fins and guns",Afternoon,unknown,unknown,unknown,sum
270,2016,Unprovoked,NEW CALEDONIA,unknown," Côte-Blanche, Nouméa ",Kite surfing,M,Laceration to heel,unknown,0,1,unknown,sum
319,2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,M,Lacerations to arms & leg,Morning,0,1,white,win
310,2016,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,M,Lacerations to scalp,Morning,0,1,unknown,win
225,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,Two toes broken & lacerated,Morning,0,1,reef,aut
210,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,M,Minor injuries,Afternoon,0,1,unknown,aut
197,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,Injuries to foot & arm,Afternoon,0,1,unknown,win
304,2016,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,Forearm bitten,Afternoon,0,1,white,win
370,2015,Unprovoked,FIJI,unknown,unknown,Spearfishing,M,Leg bitten,Morning,0,1,white,aut
